edge_id,roi_i_107space,roi_j_107space,n_subjects,mean_delta_str,median_delta_str,sd_delta_str,t_obs,parametric_t_p_two_sided_reference,n_positive_subjects,n_negative_subjects,n_zero_subjects,cohen_dz,p_perm_t_two_sided,p_perm_t_greater_reference,p_perm_t_FWER_maxT_reference,p_perm_mean_two_sided_reference,q_BH_FDR_t_two_sided,q_BH_FDR_mean_two_sided_reference,FDR05_significant_t,FDR10_significant_t,positive_mean_delta,negative_mean_delta,FDR05_significant_positive_t,FDR05_significant_negative_t,roi_i_roi_label,roi_i_region_label,roi_j_roi_label,roi_j_region_label,network_pair,network17_pair,bootstrap_CI_low_top_edges_only,bootstrap_CI_high_top_edges_only
060__077,60,77,13,0.07751068,0.076943276,0.110968442,2.518452327,0.026985787,9,4,0,0.698493,0.028564453,0.014282227,1,0.028564453,0.179419631,0.179419631,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_077,ROI_077,Unknown - Unknown,Unknown - Unknown,,
001__094,1,94,13,0.077442123,0.058236572,0.104166984,2.680518652,0.020017732,9,4,0,0.743442111,0.019042969,0.009521484,1,0.019042969,0.171145286,0.171145286,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_001,ROI_001,ROI_094,ROI_094,Unknown - Unknown,Unknown - Unknown,,
020__068,20,68,13,0.077420803,0.070222706,0.092780037,3.008671765,0.010889779,11,2,0,0.834455409,0.010498047,0.005249023,0.999511719,0.010498047,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_020,ROI_020,ROI_068,ROI_068,Unknown - Unknown,Unknown - Unknown,,
038__058,38,58,13,0.077410122,0.072578586,0.104691618,2.665983847,0.020562805,9,4,0,0.739410881,0.020996094,0.010498047,1,0.020996094,0.171858315,0.171858315,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_038,ROI_038,ROI_058,ROI_058,Unknown - Unknown,Unknown - Unknown,,
086__100,86,100,13,0.077401764,0.098083951,0.125695769,2.220249971,0.046417617,10,3,0,0.615786547,0.047607422,0.023803711,1,0.047607422,0.199395635,0.199395635,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_086,ROI_086,ROI_100,ROI_100,Unknown - Unknown,Unknown - Unknown,,
018__071,18,71,13,0.077350906,0.045447431,0.104857328,2.659734551,0.020801616,10,3,0,0.737677639,0.014160156,0.007080078,1,0.014160156,0.16304744,0.16304744,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_018,ROI_018,ROI_071,ROI_071,Unknown - Unknown,Unknown - Unknown,,
074__080,74,80,13,0.077343744,0.086057907,0.115252432,2.41961778,0.032340008,8,5,0,0.671081229,0.035400391,0.017700195,1,0.035400391,0.185790567,0.185790567,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_074,ROI_074,ROI_080,ROI_080,Unknown - Unknown,Unknown - Unknown,,
042__059,42,59,13,0.077336704,0.088595251,0.090739448,3.072990381,0.009662955,10,3,0,0.852294184,0.007080078,0.003540039,0.999511719,0.007080078,0.157455384,0.157455384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_042,ROI_042,ROI_059,ROI_059,Unknown - Unknown,Unknown - Unknown,0.032152938,0.125989251
011__087,11,87,13,0.077323795,0.113619892,0.098678966,2.825271882,0.01530946,10,3,0,0.783589434,0.018798828,0.009399414,1,0.018798828,0.171145286,0.171145286,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_011,ROI_011,ROI_087,ROI_087,Unknown - Unknown,Unknown - Unknown,,
031__075,31,75,13,0.077268431,0.061706367,0.096838212,2.876914842,0.013910058,9,4,0,0.797912614,0.014404297,0.007202148,1,0.014404297,0.16304744,0.16304744,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_031,ROI_031,ROI_075,ROI_075,Unknown - Unknown,Unknown - Unknown,,
017__052,17,52,13,0.07725418,0.057906439,0.088166071,3.159309519,0.008231397,11,2,0,0.876234805,0.010009766,0.005004883,0.999267578,0.010009766,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_017,ROI_017,ROI_052,ROI_052,Unknown - Unknown,Unknown - Unknown,,
010__041,10,41,13,0.077249237,0.09948484,0.099153173,2.809048639,0.015777229,11,2,0,0.779089916,0.019042969,0.009521484,1,0.019042969,0.171145286,0.171145286,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_010,ROI_010,ROI_041,ROI_041,Unknown - Unknown,Unknown - Unknown,,
007__013,7,13,13,0.077230649,0.087473115,0.071893265,3.873228791,0.002214884,11,2,0,1.074240385,0.004394531,0.002197266,0.915771484,0.004394531,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_007,ROI_007,ROI_013,ROI_013,Unknown - Unknown,Unknown - Unknown,0.039255623,0.114411974
060__100,60,100,13,0.077229668,0.088431581,0.08692261,3.203487883,0.007583295,10,3,0,0.888487679,0.006103516,0.003051758,0.998046875,0.006103516,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_060,ROI_060,ROI_100,ROI_100,Unknown - Unknown,Unknown - Unknown,0.033217763,0.12422655
039__064,39,64,13,0.077203813,0.057893611,0.09681885,2.875083803,0.013957432,11,2,0,0.797404775,0.014648438,0.007324219,1,0.014648438,0.164823986,0.164823986,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_039,ROI_039,ROI_064,ROI_064,Unknown - Unknown,Unknown - Unknown,,
057__091,57,91,13,0.077176405,0.062904709,0.088964699,3.127796627,0.008727503,10,3,0,0.867494701,0.005615234,0.002807617,0.999511719,0.005615234,0.153155031,0.153155031,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_057,ROI_057,ROI_091,ROI_091,Unknown - Unknown,Unknown - Unknown,0.033668931,0.126156307
013__062,13,62,13,0.077166133,0.073486229,0.097122389,2.864699372,0.014229151,10,3,0,0.794524652,0.014160156,0.007080078,1,0.014160156,0.16304744,0.16304744,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_062,ROI_062,Unknown - Unknown,Unknown - Unknown,,
008__091,8,91,13,0.07715355,0.092475481,0.125908986,2.209382261,0.047332904,10,3,0,0.612772387,0.049072266,0.024536133,1,0.049072266,0.200785583,0.200785583,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_008,ROI_008,ROI_091,ROI_091,Unknown - Unknown,Unknown - Unknown,,
013__101,13,101,13,0.077151639,0.067180592,0.090730696,3.065932522,0.009790517,10,3,0,0.850336686,0.010986328,0.005493164,0.999511719,0.010986328,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_101,ROI_101,Unknown - Unknown,Unknown - Unknown,,
011__041,11,41,13,0.07713995,0.081058727,0.100770539,2.760053156,0.01727746,10,3,0,0.765501014,0.020507813,0.010253906,1,0.020507813,0.171858315,0.171858315,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_011,ROI_011,ROI_041,ROI_041,Unknown - Unknown,Unknown - Unknown,,
013__031,13,31,13,0.07713916,0.065378326,0.082197552,3.383667619,0.005431207,10,3,0,0.938460546,0.005126953,0.002563477,0.991210938,0.005126953,0.152224875,0.152224875,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_031,ROI_031,Unknown - Unknown,Unknown - Unknown,0.035728884,0.120787272
013__084,13,84,13,0.077127151,0.067334573,0.073245326,3.796636784,0.002545335,12,1,0,1.052997585,0.002197266,0.001098633,0.934082031,0.002197266,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_084,ROI_084,Unknown - Unknown,Unknown - Unknown,0.039198718,0.116425684
014__101,14,101,13,0.077123757,0.077073781,0.07672687,3.624201806,0.003487593,11,2,0,1.005172727,0.003173828,0.001586914,0.972900391,0.003173828,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_014,ROI_014,ROI_101,ROI_101,Unknown - Unknown,Unknown - Unknown,0.037663054,0.11728675
078__080,78,80,13,0.077075925,0.082836763,0.073670424,3.772222066,0.002661001,10,3,0,1.04622616,0.002685547,0.001342773,0.940917969,0.002685547,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_078,ROI_078,ROI_080,ROI_080,Unknown - Unknown,Unknown - Unknown,0.039594325,0.116220149
011__075,11,75,13,0.077040384,0.071091493,0.12752946,2.178108924,0.050063056,10,3,0,0.604098724,0.052978516,0.026489258,1,0.052978516,0.203550923,0.203550923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_011,ROI_011,ROI_075,ROI_075,Unknown - Unknown,Unknown - Unknown,,
009__017,9,17,13,0.077034268,0.088738377,0.099825212,2.782373292,0.0165773,10,3,0,0.771691505,0.016601563,0.008300781,1,0.016601563,0.168421218,0.168421218,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_009,ROI_009,ROI_017,ROI_017,Unknown - Unknown,Unknown - Unknown,,
015__063,15,63,13,0.076999651,0.058072411,0.091268372,3.041866361,0.010238304,10,3,0,0.843661934,0.010253906,0.005126953,0.999511719,0.010253906,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_015,ROI_015,ROI_063,ROI_063,Unknown - Unknown,Unknown - Unknown,,
055__058,55,58,13,0.076981194,0.060847669,0.128916986,2.153010635,0.052361037,10,3,0,0.597137711,0.052978516,0.026489258,1,0.052978516,0.203550923,0.203550923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_055,ROI_055,ROI_058,ROI_058,Unknown - Unknown,Unknown - Unknown,,
017__064,17,64,13,0.0769566,0.107388583,0.090909591,3.052163869,0.010044245,10,3,0,0.846517949,0.011474609,0.005737305,0.999511719,0.011474609,0.159627183,0.159627183,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_017,ROI_017,ROI_064,ROI_064,Unknown - Unknown,Unknown - Unknown,,
013__063,13,63,13,0.076917539,0.056515476,0.068078657,4.073672164,0.001543417,12,1,0,1.129833374,0.001220703,0.000610352,0.838378906,0.001220703,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_013,ROI_013,ROI_063,ROI_063,Unknown - Unknown,Unknown - Unknown,0.042989832,0.113962624
012__091,12,91,13,0.076900696,0.087136969,0.07597534,3.649465757,0.003329816,11,2,0,1.012179686,0.003662109,0.001831055,0.967773438,0.003662109,0.149465388,0.149465388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_012,ROI_012,ROI_091,ROI_091,Unknown - Unknown,Unknown - Unknown,0.03734493,0.11704895
081__101,81,101,13,0.07684152,0.072556099,0.11239237,2.465078722,0.029760483,10,3,0,0.683689825,0.025390625,0.012695313,1,0.025390625,0.175383964,0.175383964,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_081,ROI_081,ROI_101,ROI_101,Unknown - Unknown,Unknown - Unknown,,
047__060,47,60,13,0.076787334,0.043717203,0.106905494,2.589770279,0.023667922,11,2,0,0.718273041,0.024414063,0.012207031,1,0.024414063,0.174592873,0.174592873,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_047,ROI_047,ROI_060,ROI_060,Unknown - Unknown,Unknown - Unknown,,
058__087,58,87,13,0.076749973,0.067172951,0.117583129,2.353449558,0.036483224,9,4,0,0.652729466,0.034912109,0.017456055,1,0.034912109,0.185790567,0.185790567,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_058,ROI_058,ROI_087,ROI_087,Unknown - Unknown,Unknown - Unknown,,
052__075,52,75,13,0.076742746,0.085496152,0.098402505,2.811919322,0.01569344,9,4,0,0.7798861,0.021728516,0.010864258,1,0.021728516,0.171858315,0.171858315,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_052,ROI_052,ROI_075,ROI_075,Unknown - Unknown,Unknown - Unknown,,
064__094,64,94,13,0.07664159,0.041012752,0.126127448,2.190920261,0.048927094,9,4,0,0.607651949,0.049804688,0.024902344,1,0.049804688,0.202421168,0.202421168,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_064,ROI_064,ROI_094,ROI_094,Unknown - Unknown,Unknown - Unknown,,
075__087,75,87,13,0.076599721,0.072824577,0.108946976,2.535033386,0.026176166,11,2,0,0.703091758,0.028564453,0.014282227,1,0.028564453,0.179419631,0.179419631,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ROI_075,ROI_075,ROI_087,ROI_087,Unknown - Unknown,Unknown - Unknown,,
